otar_id,name,status,Decyzja,description_500,znaki,Uwagii WB,Uwagi Gosi,Uwagi Przemek
K01.20.10.HY5GGN,Kaplica z basztą w Zawadzie,ok,,"Zamek w Zawadzie to historyczna rezydencja, której początki sięgają II połowy XVI wieku i wiążą się z rodem Ligęzów. Pierwotnie była to czterobasztowa budowla obronna, która na przestrzeni wieków należała do Przebędowskich, Radziwiłłów i ostatecznie Raczyńskich. W XIX wieku hrabia Atanazy Raczyński podjął się gruntownej odbudowy obiektu z ruin, nadając mu styl neogotycki. Projekt fasady wschodniej opracował wybitny pruski architekt Karl Friedrich Schinkel.",460,,,
K01.30.20.G57BA1,Dwór obronny w Bolminie,ok,,"Ruiny dworu obronnego z przełomu XVI i XVII w. Zniszczony w trakcie I wojny światowej, pozostaje w takiej formie do dzisiaj.",124,,,
K01.20.10.XJMGFW,Pałac Miączyńskich w Zawieprzycach,ok,,"Ruiny pałacu w Zawieprzycach powstały na miejscu dawnego zamku, którego początki sięgają XVI wieku. Pierwotną rezydencję wzniósł Andrzej Zawieprzycki, a w XVII wieku przebudowano ją według projektu Tylmana z Gameren dla rodu Miączyńskich. Pałac został zniszczony podczas wojen XVII wieku, a po pożarze w 1983 roku popadł w całkowitą ruinę.",339,,lokalizacja,jest ok
K01.20.10.P69R9R,Pałac Szeptyckich w Łaszczowie,nie,do wywalenia,"Pałac Szeptyckich w Łaszczowie powstał w XVIII w. jako kolegium jezuickie. Dwukondygnacyjny, podpiwniczony budynek wzniesiono na planie prostokąta; wnętrza nakryto sklepieniami kolebkowymi z lunetami oraz kolebkowo-krzyżowymi. W XIX w. zaadaptowano go na cele mieszkalne, a w latach 1911–1912 rozbudowano według projektu Teodora Talowskiego, nadając plan litery T. W 1915 r. spłonął. Obecnie pozostaje opuszczoną ruiną.",419,,bad,uwzględnione
K01.30.10.G3923D,Zamek w Lublinie,ok,,"Zamek w Lublinie z XII wieku, wielokrotnie był przebudowywany w XVI w. był rezydencją królewską, w XVII w. został zniszczony. W  1831 r. odbudowano go jako więzienie którego funkcję pełnił do 1954 r. Od 1957 r. do dzisiaj pełni funkcję Muzeum Narodowego w Lublinie",264,muzeum,,
K01.30.20.8Z23HZ,Wieża mieszkalno-obronna w Biestrzykowie,ok,,"Wznosząca się w Biestrzykowie średniowieczna wieża to jeden z najcenniejszych i najlepiej zachowanych przykładów gotyckiej architektury mieszkalno-obronnej w Polsce. Ta unikalna budowla stanowi doskonałą ilustrację tego, jak w XIV wieku mieszkali zamożni rycerze na Śląsku. Początki wieży sięgają pierwszej połowy XIV wieku (około 1300-1314 roku). Powstała najprawdopodobniej z inicjatywy biskupa wrocławskiego Henryka z Wierzbna lub jako prywatna, rodowa siedziba rycerska.",474,,,
K01.30.10.24MPEQ,Zamek w Radłówce,ok,,"Zamek w Radłówce to ruiny późnośredniowiecznej warowni nizinnej, wzniesionej prawdopodobnie w latach 60. XV wieku przez Nickela von Zedlitza lub na początku XVI wieku przez Siegmunda von Zedlitza. Obiekt już w 1500 roku został sprzedany radzie miasta Lwówka Śląskiego, co spowodowało utratę jego funkcji rezydencjonalnej. Warownia, uszkodzona podczas wojny trzydziestoletniej, została ostatecznie opuszczona w XVIII wieku. Założenie zbudowano z piaskowca na planie czworoboku.",476,,,
K01.30.10.E1SWX7,Zamek w Radzikach Dużych,ok,,"Zamek w Radzikach Dużych wzniesiono w XIV w. jako gotycką siedzibę rycerską rodu Ogończyków. Murowane założenie miało plan zbliżony do prostokąta, z domem mieszkalnym, dziedzińcem i obwodem murów obronnych. W kolejnych stuleciach zamek tracił znaczenie i stopniowo popadał w ruinę. Obecnie zachowały się fragmenty murów obwodowych oraz relikty zabudowy dawnej warowni.",368,,,
K01.30.10.Q8FXM7,Zamek w Raciążku,ok,,"Zamek w Raciążku wzniesiono w XIV w. jako gotycką rezydencję biskupów włocławskich. Założenie obejmowało murowany dom mieszkalny, dziedziniec, mury obronne oraz wieżę, a w późniejszych stuleciach było rozbudowywane i przekształcane. Z czasem zamek utracił znaczenie i popadł w ruinę. Obecnie zachowały się fragmenty murów, relikty zabudowy i czytelny zarys dawnego założenia.",375,,,
K01.30.10.4XF9Y7,Zamek Myśliwski Księcia Henryka w Marczycach,ok,,"Wznoszący się na skraju Kotliny Jeleniogórskiej zamek w Marczycach  częściej określany w literaturze jako pałac w Marczycach  to zabytkowa rezydencja o bogatej, wielofazowej historii. Obecnie zamek w Marczycach znajduje się w rękach prywatnych, a nowy właściciel podjął się etapowych prac remontowo-konserwatorskich, mających na celu przywrócenie obiektowi dawnego blasku.",372,,wStaniszowie,"Za długa nazwa, zmieniam na Zamek Henryka w Staniszowie"
K01.30.10.8LPLVT,Zamek w Ząbkowicach Śląskich,ok,,"Zamek w Ząbkowicach Śląskich wzniesiono w XVI w. jako renesansową rezydencję książęcą na planie czworoboku z dziedzińcem, narożnymi bastejami i rozbudowanym systemem obronnym. Monumentalna budowla łączyła funkcje mieszkalne i militarne. Po zniszczeniach wojny trzydziestoletniej stopniowo popadała w ruinę. Obecnie zachowały się rozległe mury, basteje i relikty skrzydeł, a zabezpieczone ruiny są udostępniane turystycznie.",423,,,
K01.30.20.HC76YK,Dwór obronny w Siemisławicach,ok,,"Dwór obronny w Siemisławicach to renesansowa rezydencja z 1609 roku, przebudowana z wcześniejszego, XV-wiecznego niewielkiego zamku książęcego. Zachował się jako dwukondygnacyjny, częściowo podpiwniczony obiekt z centralną wieżą i manierystycznym portalem. Od 2011 roku nie jest użytkowany, a otacza go zdewastowany park i zabudowania folwarczne.",346,,,
K01.30.20.UMVNLG,Dwór obronny w Radzikowie,ok,,"Dwór w Radzikowie wzniesiono w I połowie XVI w. jako renesansową siedzibę szlachecką, a w XVII w. został rozbudowany. Na początku XIX w. obiekt przebudowano, zachowując część wcześniejszej substancji. Dwór otaczała fosa, której relikty są nadal czytelne, a w sąsiedztwie zachowały się zabudowania gospodarcze. Po 1945 r. budynek nie był użytkowany i stopniowo popadał w ruinę.",376,,,
K01.30.10.VA43G2,Zamek Piastowski w Legnicy,ok,,"Zamek książąt piastowskich został zbudowany w połowie XIII wieku przez księcia Henryka Brodatego na miejscu wcześniejszego grodu. Wielokrotnie przebudowywany i fortyfikowany, był siedzibą Piastów Śląskich do 1675 roku. Po przejściu w ręce prywatne został gruntownie przebudowany po pożarze w 1835 roku i odbudowany po pożarze w 1945 roku. Z dawnego założenia zachowały się dwie wieże i jedno skrzydło oraz renesansowe portale.",426,,,
K01.30.20.5NDW3B,Dwór obronny w Ropie,ok,,"Znajdujący się w Ropie dawny dwór obronny to zabytek, którego powstanie datuje się najprawdopodobniej na połowę XVI wieku. Za fundatorów tej budowli uznaje się ród Brzezińskich. W XIX stuleciu obiekt przeszedł architektoniczną transformację, w wyniku której zmienił swoją pierwotną funkcję na dworski lamus  i w takiej formie zachował się do czasów współczesnych. Budynek jest zlokalizowany w samym centrum miejscowości, gdzie stanowi zachodnią część miejscowego zespołu pałacowego.",482,,,
K01.30.10.7AC7DP,Zamek w Dubiu,ok,,Budowla obronna w Dubiu powstała prawdopodobnie w XVI w. jako niewielka murowana siedziba o funkcjach mieszkalno-obronnych. Założenie miało zwartą formę i było związane z lokalnym majątkiem ziemskim. W kolejnych stuleciach obiekt utracił pierwotne znaczenie i uległ częściowemu zniszczeniu. Obecnie zachowały się jedynie relikty murów i fundamentów dawnej budowli.,364,,,
K01.30.10.9R8T6E,Zamek w Bobrku,ok,,"Zamek w Bobrku był rycerską warownią z końca XIV wieku, położoną na sztucznie usypanym wyniesieniu przy ujściu Przemszy do Wisły. Spłonął w czasie potopu szwedzkiego, a w XIX wieku jego pozostałości wykorzystano przy budowie klasycystycznego pałacu. Dziś zachowały się tylko fragmenty dawnego założenia Budynek w prywatnych rękach",330,,,
K01.30.10.796DEM,Zamek w Spytkowicach,ok,,"Zamek w Spytkowicach wzniesiono w XVI w. jako renesansową rezydencję o cechach obronnych. Budowla ma regularny, wieloskrzydłowy układ z dziedzińcem, a jej bryłę urozmaicają wieże i elementy dawnego systemu obronnego. W kolejnych stuleciach zamek był przebudowywany, zachowując charakter rezydencjonalny. Obecnie obiekt jest zachowany w całości i stanowi cenny przykład dawnej architektury zamkowej.",398,,,
K01.30.10.6MXYC8,Zamek Pieniny,ok,,"Zamek Pieniny wzniesiono w XIII w. jako niewielką górską warownię, prawdopodobnie związaną z księżną Kingą. Założenie ulokowano wysoko w masywie Trzech Koron, wykorzystując naturalne urwiska i skalne ściany jako element obrony; uzupełniały je kamienne mury i niewielka zabudowa wewnętrzna. Zamek funkcjonował krótko i zanikł jeszcze w średniowieczu. Obecnie zachowały się jedynie fragmenty murów i relikty zabudowy.",415,,,
K01.30.10.S6M2RH,Zamek w Chełmie,ok,,Pozostałości ruin zamku z XVw. Wzniesionego w miejscu grodu księcia ruskiego Daniela. Zamek zniszczony w XVIIw. Zachowały się ślady kamiennej wieży z XIIIw.,156,,,
K01.30.10.UPN55G,Zamek w Gołuchowie,ok,,"Zamek rycerski zbudowany około 1560 roku, gruntownie przebudowany w XIX wieku. Obecnie siedziba muzeum",102,,,
K01.20.10.1ZYGR3,Pałac Czartoryskich w Starym Sielcu,ok,zostaje,Nieukończony Pałac Czartoryskich zbudowany w miejscu XVIII w. obronnej rezydencji szlacheckiej. Niedokończona budowla zachowała charakter pałacowy z regularną bryłą i reprezentacyjnym układem wnętrz. Wokół rozciąga się założenie parkowe związane z dawnym majątkiem. Obecnie pałac jest zachowany jako element historycznego zespołu rezydencjonalnego.,348,,,
K01.30.10.MPURJW,Zamek w Braniewie,ok,,"Zamek w Braniewie wzniesiono w XIII w. jako siedzibę biskupów warmińskich i element systemu obronnego miasta. Gotyckie założenie obejmowało zabudowę mieszkalną, mury obronne i wieżę bramną, później wielokrotnie przekształcane. W kolejnych stuleciach zamek utracił znaczenie i został w znacznej części rozebrany. Obecnie zachowała się przede wszystkim wieża bramna oraz relikty dawnego założenia zamkowego.",405,,full,uwzględnione
K01.30.20.HJYFCQ,Dwór obronny w Chorzenicach,ok,,"Obecnie zachowany budynek to jednopiętrowa prostokątna budowla o grubych murach i dwuspadowym dachu, prawdopodobnie na starych fundamentach z reliktami dawnego założenia, wyremontowana w latach 60. XX w., która w wyniku przebudowy zatraciła wiele cech pierwotnego.",264,,,
K01.30.20.5TZQQ6,Dwór obronny w Mikorzycach,ok,,"Dwór w Mikorzycach wzniesiono w XVI wieku jako murowaną siedzibę o funkcjach mieszkalnych i obronnych. Budowla miała zwartą bryłę, typową dla niewielkich dworów obronnych, i była w późniejszych okresach przekształcana. Zachowały się fragmenty ścian i fosa.",256,,,
K01.30.10.NB12MQ,Zamek joannitów w Słońsku,ok,,"Zamek joannitów w Słońsku wzniesiono w XVII w. jako reprezentacyjną rezydencję zakonu joannitów, nawiązującą formą do architektury renesansowej i barokowej. Założenie miało regularny układ z dziedzińcem, skrzydłami mieszkalnymi i wieżą. Po II wojnie światowej obiekt stopniowo niszczał, a po pożarze w 1975 r. popadł w ruinę. Obecnie zachowały się przede wszystkim mury zewnętrzne i fragmenty dawnej zabudowy zamkowej.",418,,,
K01.20.10.HHD76D,Pałac w Warmątowicach Sienkiewiczowskich,ok,,"Pałac powstał na miejscu renesansowego zamku z początku XVII wieku, który w XVIII wieku został przebudowany na barokową rezydencję. Przez lata należał do różnych właścicieli, a na początku XX wieku Alfred von Olszewski zapisał majątek Henrykowi Sienkiewiczowi, który jednak nie przyjął spadku. Podczas II wojny światowej pałac został zniszczony, a od 1995 roku znajduje się w rękach prywatnych.",394,,,
K01.20.10.K4TH4U,Pałac w Ciechanowicach,ok,,"Najstarsze wzmianki potwierdzają, że w 1451 roku znajdował się tutaj zamek. Z przekazów historycznych wynika, że został on sprzedany Hansowi z Mysłowa. Dawna warownia nie przetrwała do naszych czasów i nie zachowały się po niej żadne widoczne pozostałości. W miejscu zamku stoi pałac z początku XVIII wieku, powstały w wyniku przebudowy XVI-wiecznej warowni.",358,,,
K01.30.10.L6L1C6,Zamek w Rybnicy,ok,,Ruiny średniowiecznego zamku położone na zalesionym wzgórzu. Do czasów dzisiejszych zachowała się ściana jednego z budynków.,124,,,
K01.20.10.FH1WVK,Pałac w Sokołowcu Dolnym,ok,,"W miejscu obecnych ruin pałacu znajdował się wcześniej średniowieczny zamek, wzmiankowany w 1426 roku. Został on zniszczony podczas najazdów husyckich. Na jego miejscu w późniejszym okresie wzniesiono rezydencję pałacową, której obecna forma pochodzi z początku XIX wieku.",272,,,
K01.30.20.2RDG8N,Dwór obronny Macieja von Salza w Platerówce,ok,,"Dwór w Platerówce to zabytkowy, gotycki dwór wzniesiony w 1510 roku, później przebudowywany w XVI, XVII i XVIII wieku. Obiekt, dawniej pełniący funkcję spichlerza, obecnie służy jako magazyn. Na elewacji frontowej zachowały się kartusz z herbem Macieja von Salza oraz płycina fundacyjna z 1510 roku.",299,,,
K01.20.10.R1V8UE,Pałac w Mściszowie,ok,awaryjny,"Pałac w Mściszowie wzniesiono w XVI w. jako obronną rezydencję szlachecką. W XVIII w przebudowano, by spełniał bardziej reprezentacyjną funkcje.",144,sprawdzić stan,opis jako zamek,usuniety
K01.30.10.5CZ9YE,Zamek Książąt Pomorskich w Szczecinku,ok,,"Zamek Książąt Pomorskich w Szczecinku wzniesiono w XIV w. jako siedzibę książąt pomorskich, usytuowaną nad jeziorem Trzesiecko. Początkowo miał charakter gotyckiej warowni, później był wielokrotnie przebudowywany i rozbudowywany, tracąc część cech obronnych na rzecz funkcji rezydencjonalnych. Obecnie zachowany zespół zamkowy jest odrestaurowany i pełni funkcje kulturalne, konferencyjne oraz użytkowe.",403,centrum konferencyjne,,
K01.30.10.H6DTBY,Zamek w Lesku,ok,,"Zamek w Lesku wzniesiono w XVI w. jako renesansową rezydencję rodu Kmitów o funkcjach mieszkalnych i obronnych. Budowla była wielokrotnie przebudowywana, m.in. w XVIII i XIX w., kiedy nadano jej bardziej reprezentacyjny charakter. Zachowała masywną bryłę, wieże i elementy dawnego założenia rezydencjonalnego. Obecnie zamek jest odrestaurowany i pełni funkcje hotelowe oraz turystyczne, obecnie nieczyny.",404,zamkniety hotel,,
K01.30.10.L1YQF8,Zamek w Pruchniku,ok,,"Ruiny zamku w Węgierce (woj. podkarpackie) to pozostałości XVI-wiecznej, czworobocznej rezydencji bastejowo-obronnej rodu Pieniążków. Obiekt spłonął pod koniec XVIII wieku i popadł w ruinę. Do dziś przetrwała głównie charakterystyczna, czterokondygnacyjna, cylindryczna baszta zwana przez miejscowych „Basztą”.",310,,,
K01.30.10.3UZACE,Zamek Kamieniec w Odrzykoniu,ok,,"Zamek rycerski wzniesiono w XIV wieku, a po rozbudowie przez podkanclerzego koronnego Klemensa z Pilawitów składał się z zamku górnego i podzamcza. W pierwszej połowie XV wieku przedzamcze przebudowano na zamek średni. W XVII wieku zamek średni należał do Firlejów, a zamek dolny do Skotnickich. Konflikty między rodami uwiecznił Aleksander Fredro w „Zemście”. Zamek zniszczyli Szwedzi i wojska Rakoczego; do dziś zachowały się fragmenty murów, portal oraz część obwarowań.",473,,,
K01.30.20.5D9QLK,Biały Dwór w Podzamczu,ok,,"Biały Dwór to nazwa odnosząca się do historycznego zespołu dworskiego, którego tradycje obronne i rezydencjonalne są mocno zakorzenione w architekturze oraz historii Pomorza i Kujaw (najbardziej znany obiekt o tej nazwie znajduje się w Białym Dworze w powiecie kwidzyńskim, niedaleko Sztumu). Początki założeń majątkowych w tej lokalizacji sięgają czasów średniowiecza i zakonu krzyżackiego, kiedy to obszary te miały kluczowe znaczenie militarne.",447,hotel,hotel,
K01.30.10.4D7M79,Zamek w Sztumie,ok,,"Zamek w Sztumie wzniesiono w XIV w. przez zakon krzyżacki jako gotycką warownię i siedzibę administracyjną. Założenie obejmowało czworoboczny obwód murów, dziedziniec, skrzydła mieszkalne i gospodarcze oraz wieże, a całość otaczała fosa. W kolejnych stuleciach zamek przebudowywano i adaptowano do nowych funkcji. Obecnie jest zachowany i użytkowany jako obiekt muzealny oraz kulturalny.",387,,,
K01.30.10.EYR2SM,Zamek w Czarnem,ok,,"Zamek w Czarnem to historyczna warownia, powstała w latach 1396-1402 z inicjatywy Konrada von Jungingena jako ważny punkt obronny na zachodniej granicy komturstwa człuchowskiego. Warownię wzniesiono na planie trapezoidalnym na szczycie wzniesienia nad rzeką. W pierwotnym założeniu znajdował się budynek mieszkalny przy kurtynie murów, wieża od południa oraz brama w narożu wschodnim. Po 1466 roku dwór obronny przeszedł pod panowanie Polski, pełniąc odtąd funkcję siedziby starostwa.",484,,,
K01.30.10.2FV3R8,Zamek krzyżacki w Lęborku,ok,,"Gotycki zamek krzyżacki z XIV wieku wzniesiono na planie zbliżonym do kwadratu. Zachowały się gotyckie szczyty, fragmenty murów i piwnic. Obecnie mieści sąd oraz prokuraturę",173,,sąd,już zmienione
K01.30.20.V5LCNA,Dwór obronny w Modliszewicach,ok,,"Dwór w Modliszewicach wzniesiono w XVI w. jako renesansową siedzibę o funkcjach mieszkalnych i obronnych. Murowana budowla miała zwartą bryłę, była otoczona fosą i stanowiła element większego założenia dworskiego. W kolejnych stuleciach obiekt przebudowywano i przystosowywano do nowych funkcji. Obecnie dwór jest zachowany jako zabytek architektury rezydencjonalnej.",367,,fair,good zostaje
